Accession,Liquid culture rna expression levels
AO090020000591,5.63456074909106
AO090026000745,8.94713500381764
AO090102000026,9.40180371906591
AO090005001388,7.18232589313151
AO090113000136,3.87032495553447
AO090026000065,0.520622540425275
AO090012000808,9.58165069127149
AO090005001018,6.0081843559463
AO090003001391,8.57079949336107
AO090103000020,2.45055144515496
AO090103000287,2.26814945408327
AO090023000716,7.99604412087647
AO090003001373,4.69741400205802
AO090023000225,7.0105935246214
AO090011000734,1.46757796178051
AO090026000806,8.27413072964037
AO090003000560,8.1439640456686
AO090010000052,11.7880199855859
AO090010000198,8.0024022984535
AO090023000427,8.57172919639915
AO090003000249,1.34079730373703
AO090003000194,6.31455069704271
AO090102000062,4.83329720153677
AO090102000612,9.67787980515178
AO090003001415,3.74202657156071
AO090012000227,8.10320060697473
AO090001000558,5.5758674079547
AO090005001216,4.525341664427
AO090701000695,6.90815431074033
AO090003001099,12.3634837787492
AO090005001111,6.20850634571418
AO090001000715,7.08897672592531
AO090003000288,6.18580294698161
AO090001000281,4.48178467778864
AO090012000751,2.6551749561689
AO090003001119,10.5869541002182
AO090005001318,3.59428263786732
AO090005000820,10.6230599801922
AO090103000382,9.13401576059715
AO090012000762,7.34903597063761
AO090001000257,4.78070871373194
AO090166000036,5.71883836713302
AO090120000232,4.11477394708352
AO090010000686,6.99424310326059
AO090011000844,11.2470487886949
AO090009000129,0.528876312407627
AO090003000298,4.41268392525696
AO090020000194,6.43592608742056
AO090023000929,7.45964889547013
AO090023000321,4.88732899898066
AO090003001282,1.57740783001842
AO090003000312,4.58919128226724
AO090701000356,10.5175236272289
AO090005000858,6.48000295545579
AO090020000404,8.31363263910983
AO090005000136,5.10693319378048
AO090009000063,9.11214681406877
AO090011000339,7.53813929254543
AO090003000558,8.57249839826536
AO090138000084,1.10140590774414
AO090011000771,4.19034883991747
AO090026000391,6.15287682444022
AO090103000050,6.95741031295595
AO090102000446,0.258912582790599
AO090023000258,7.25997133555291
AO090003000361,1.98456608633569
AO090005000315,8.61312851635278
AO090003000766,5.78511629522893
AO090009000454,5.84637114762073
AO090005001110,5.23839395146602
AO090020000217,4.76128595535226
AO090023000730,7.91894285173182
AO090020000083,9.53139727855504
AO090005001236,5.75734906320799
AO090023000911,8.8908809521631
AO090166000045,1.16725082614188
AO090005001076,4.52281868107742
AO090003001145,8.69666000136481
AO090023000778,5.06210184733014
AO090003000388,8.39196205843687
AO090026000512,2.79330544521815
AO090012000893,0.819625991657846
AO090005001483,4.4506138412722
AO090003000296,7.13968978300684
AO090026000518,6.18160999446598
AO090003000696,9.03059504866486
AO090023000969,5.5739843051489
AO090001000718,6.52312503925291
AO090005000620,9.81547029548452
AO090012000218,9.66889940322927
AO090020000031,6.4699969615233
AO090038000391,3.63211719195013
AO090026000579,0
AO090038000353,8.20891590615553
AO090038000337,16.5415862447181
AO090012000195,10.371572297924
AO090009000453,8.98640896881587
AO090001000598,3.06289845131094
AO090026000808,8.62651779008462
AO090005001524,7.86718505531527
AO090003000866,8.12600775583215
AO090012000860,8.16667448639829
AO090003000065,2.85941918356651
AO090701000750,13.6690270024246
AO090026000628,5.31751637645702
AO090124000086,8.38899774827846
AO090012000101,7.69534917121233
AO090003001259,24.8895355349437
AO090701000721,8.01688221775562
AO090012000400,6.43911994201347
AO090701000286,12.6376454753112
AO090038000373,7.69188364919139
AO090026000548,6.02246580096548
AO090010000047,0.993603206868237
AO090001000414,10.5035534194724
AO090120000164,7.41357710687272
AO090001000673,6.16020704792975
AO090003000447,8.42575519424265
AO090003000683,9.04394250214433
AO090009000390,6.36285169676512
AO090026000741,12.2928653438439
AO090124000092,7.35159356995592
AO090003000128,5.98539439271973
AO090023000257,5.28916500577263
AO090023000072,1.94507002603071
AO090005000915,4.21189808593855
AO090003001180,6.00536503378897
AO090010000501,3.09770411553039
AO090005000419,13.1154256119532
AO090023000506,14.4264505951844
AO090005000980,8.30209634182389
AO090701000096,6.06130848579972
AO090001000411,9.12358625071636
AO090120000365,6.15051396851685
AO090011000921,7.49970470075778
AO090001000646,5.43559401404389
AO090038000445,18.4470020363045
AO090124000070,3.83940791784048
AO090012000869,5.81446079937743
AO090005000997,7.0143415029826
AO090003000073,7.7551933621749
AO090012000117,1.1081217974255
AO090023000935,8.20812968683686
AO090012000489,9.16382586430692
AO090701000782,8.54767552734588
AO090009000596,3.27095378642135
AO090003000961,5.67912421180571
AO090023000994,13.0697653093611
AO090011000300,3.63739958195931
AO090003000318,0.358116082720276
AO090001000551,6.56180334149985
AO090026000636,5.0952890124612
AO090026000251,5.58444236744405
AO090005001497,4.30568911811173
AO090011000559,10.4393054787475
AO090701000736,6.02006648867226
AO090005001479,12.4887675803992
AO090003000401,8.23389739095819
AO090012000763,6.70695569968047
AO090003000512,4.82110059261669
AO090020000218,5.29849975911641
AO090010000699,7.37606559532972
AO090023000775,7.17363058333353
AO090020000501,12.4676825692067
AO090120000017,8.83607403446373
AO090701000786,8.28932669242974
AO090001000586,9.45730161066521
AO090001000723,12.5810785191215
AO090020000428,3.59733381158367
AO090003000158,7.45790032672903
AO090003001326,4.32167500995947
AO090701000676,5.43987064190702
AO090009000185,7.13648289907001
AO090009000597,5.00214778594121
AO090005001621,10.0917176002828
AO090010000608,6.46130558003334
AO090124000072,6.65500824820178
AO090103000045,7.80162517985431
AO090005001543,12.1341781923559
AO090003000951,7.41132947267083
AO090005000246,1.01445280976434
AO090023000149,0.885058318722968
AO090120000208,6.03922146893319
AO090026000702,4.83831880901889
AO090005001005,8.42981775701712
AO090001000043,0
AO090003000747,5.23735541182457
AO090010000427,12.1194847147758
AO090138000101,9.3869821682739
AO090023000116,4.59921135056913
AO090012000920,6.95292539468392
AO090003000089,6.79637375611958
AO090005000706,6.65165922482106
AO090010000263,4.24001368470343
AO090020000342,5.19477528652518
AO090005001637,7.98358728317452
AO090701000198,7.10205333804528
AO090011000851,7.44240733188131
AO090001000204,4.63416535683346
AO090026000712,6.25277312208911
AO090102000172,3.3410951531792
AO090102000248,6.76877017340507
AO090120000425,13.2881483168515
AO090102000283,13.4949486221126
AO090103000455,7.38589844016657
AO090001000476,4.00743878142965
AO090005000008,2.47816329242431
AO090138000090,2.63500907042585
AO090005001443,6.61617366127333
AO090003001252,4.2082018173243
AO090003001283,9.31188631092771
AO090012000642,8.17875674067429
AO090010000761,5.41137393879254
AO090010000188,16.4100597948169
AO090120000049,21.172657255664
AO090103000075,2.94535801148791
AO090020000624,7.11088092499759
AO090003000554,10.7095659245203
AO090701000140,7.78851320476211
AO090011000468,5.34363060117345
AO090003000430,5.12995586011402
AO090005000023,3.93492144405211
AO090009000560,3.919543982916
AO090023000518,7.42087359544642
AO090102000390,7.2845553401742
AO090005000105,8.21965052437766
AO090103000099,1.72218929166671
AO090701000550,6.30971465598809
AO090102000377,5.71883836713302
AO090026000580,0
AO090003000080,6.54036414593053
AO090038000448,3.14628648029972
AO090003000771,9.34621584571454
AO090001000280,4.60543620716022
AO090009000210,6.35265209479328
AO090011000011,5.8600897443281
AO090009000568,4.5009376037621
AO090701000713,6.15307058939065
AO090023000221,5.47764752136471
AO090012000105,2.68612105122915
AO090012000194,9.71552654416348
AO090038000370,9.61804634472372
AO090005001500,5.13417716643086
AO090003000022,4.09102966326578
AO090005000130,9.98149103893125
AO090023000951,6.85679168056399
AO090005000705,9.03213361158311
AO090038000580,5.77774026042746
AO090701000771,3.25295897573597
AO090011000922,14.6410354894408
AO090011000827,6.82678741384404
AO090009000506,4.68841703972167
AO090020000001,8.67357152348508
AO090003000653,10.2345198791547
AO090003000067,3.969873235437
AO090102000470,7.00000670262711
AO090010000721,0
AO090023000137,3.26579658691576
AO090023000095,10.1076225384594
AO090023000082,0.610153840937803
AO090003000529,3.86955730046321
AO090003000655,5.84515809010182
AO090023000670,7.1844342438506
AO090003000940,4.74930557270506
AO090003000752,10.8419644043564
AO090026000110,2.878674531604
AO090003000826,11.8513286667202
AO090011000284,0.534855386854167
AO090023000339,7.23021611347223
AO090001000645,5.4873615760824
AO090005000723,11.3621449067756
AO090005001414,6.01425594360286
AO090026000506,2.41438703122221
AO090003001124,7.35704727438467
AO090003001314,5.79570447421814
AO090003000954,7.30800517236658
AO090005000745,7.10281650732725
AO090011000621,7.47757053053527
AO090020000036,7.29023089143534
AO090020000707,9.351559594054
AO090120000230,6.05132896987331
AO090005000787,2.8815852237492
AO090038000629,14.9687715649791
AO090120000260,6.07471846032582
AO090701000194,5.82809153751962
AO090026000426,8.8734234019064
AO090120000435,5.36935380025267
AO090102000522,7.69866957590845
AO090103000390,5.3536408083623
AO090012000848,3.31201068956079
AO090023000272,15.8602450715156
AO090023000768,6.26732839294705
AO090012000398,6.19540823106077
AO090010000216,12.7484461392965
AO090011000854,12.9135970234398
AO090003000669,6.64147762369715
AO090005000805,4.28405888318032
AO090701000399,5.25098624461858
AO090020000430,11.6122008625459
AO090701000187,6.17220445491448
AO090102000174,8.42126983081745
AO090001000068,7.27630924158627
AO090020000312,2.61638753981053
AO090009000372,4.225954134443
AO090009000261,10.2666764971864
AO090003000847,7.20150016601936
AO090012000055,4.65411154918712
AO090005001274,6.3812704779926
AO090009000211,8.88043338347666
AO090010000256,1.66081726676027
AO090010000277,1.66081726676027
AO090012000520,5.52896989544866
AO090026000173,12.7285116696846
AO090009000542,1.82217889148846
AO090001000195,5.02041701482511
AO090011000408,0
AO090005001175,7.27438382186349
AO090003001392,6.15644339941888
AO090103000301,2.69215510876178
AO090023000161,3.16578552466292
AO090102000221,6.54005895705142
AO090005001009,6.17765634501189
AO090026000637,6.96608098355137
AO090009000138,9.07871277773583
AO090009000432,6.06201427393267
AO090701000862,0
AO090009000268,8.35659714887267
AO090005001196,4.54554408257176
AO090113000130,4.63601976473935
AO090023000387,2.54419585664251
AO090005000526,6.57784083791638
AO090003000562,8.40722687056097
AO090003000444,9.03723872017652
AO090011000687,4.0859796912626
AO090010000390,1.64446020947909
AO090038000148,11.7000392377524
AO090026000207,14.8251615430885
AO090005000313,2.38965746055201
AO090023000307,4.25314066205545
AO090020000452,8.22005144382573
AO090020000472,4.2467041583829
AO090138000150,7.72181315755401
AO090003000587,13.6695839973583
AO090003001030,8.23957845958336
AO090011000104,3.78438729384993
AO090003000350,5.11481377215482
AO090009000573,3.7269252639975
AO090005000694,7.65611423675803
AO090026000096,6.26131682926355
AO090003001351,5.12765043466568
AO090023000486,4.64985862970873
AO090011000861,8.47510390049872
AO090003001522,2.69898972442251
AO090023000838,5.39035518408677
AO090012000249,6.919747004344
AO090206000079,11.8031097524557
AO090003001515,7.58403421388474
AO090102000482,12.481925406696
AO090103000038,7.33917590448738
AO090003000536,6.24038397139515
AO090005000633,6.87152182420549
AO090003000017,11.9635469289449
AO090005000844,5.56556081385496
AO090023000777,4.07697831979483
AO090011000361,6.95922568420525
AO090701000189,4.90663910028873
AO090003000283,5.57080304155328
AO090011000482,5.90038879148645
AO090011000091,6.84035609107656
AO090020000351,6.07672224962283
AO090009000318,3.57134253038301
AO090005001281,4.27006598079266
AO090020000388,7.14192893302839
AO090003000060,4.03421931324888
AO090701000130,6.97673996975506
AO090011000520,3.35584612515792
AO090005000709,13.9312048474399
AO090003000343,4.88123072750243
AO090026000480,3.95967395637362
AO090009000383,7.51087162258738
AO090005000649,5.4164884341189
AO090120000494,7.85899007088265
AO090701000626,4.2402033520568
AO090005000075,10.425243710743
AO090023000471,3.22304474448248
AO090005000790,6.56565175084528
AO090102000017,6.21655296905074
AO090003000484,3.60003451264342
AO090010000700,8.88960379446796
AO090026000338,8.03891994859593
AO090120000237,3.93492144405211
AO090003000106,4.46322266441725
AO090026000002,5.40330124261465
AO090003000413,6.98501908403911
AO090005001131,2.79602746769964
AO090005000860,5.60935610109556
AO090120000422,8.05783156432444
AO090026000553,10.9942244371536
AO090003000776,6.93718560779824
AO090701000044,9.15308382538196
AO090003000101,4.06264012714648
AO090701000681,6.88378692340086
AO090009000619,7.49913761533617
AO090005000266,3.33481233178086
AO090012000292,4.3795127150602
AO090026000004,3.02603486864151
AO090005001012,7.90770698838913
AO090103000403,7.40755331974658
AO090009000579,12.500859237096
AO090011000067,5.25474415409343
AO090005000594,19.027493085708
AO090001000555,9.22253174649047
AO090003000099,6.0076685876953
AO090026000451,6.70176371148401
AO090001000379,3.32002737741056
AO090010000334,5.55005320699194
AO090005000627,6.81360514782606
AO090005001396,5.05706493006912
AO090701000093,3.32887606445056
AO090003000228,10.3678260193262
AO090026000502,4.49599403871013
AO090003000086,6.96983425994337
AO090009000054,0.286492866176221
AO090005001154,2.12413996493512
AO090023000231,3.19440988348753
AO090038000111,5.54636546399726
AO090010000615,9.72646991715759
AO090009000646,8.41476683892035
AO090005000736,4.79036131107895
AO090102000157,6.58807494993082
AO090001000372,2.68422501039395
AO090003001401,3.91288940909101
AO090701000350,2.77301558217451
AO090701000493,1.98570776636563
AO090009000039,6.28827302253278
AO090012000939,6.57613164190808
AO090102000247,5.62352439434747
AO090206000074,3.99002522181503
AO090012000193,4.26681007648814
AO090023000729,7.36026868049483
AO090005000441,6.23215442460206
AO090012000596,5.53036440964747
AO090102000347,11.3114770490448
AO090026000837,1.8933017589626
AO090011000538,5.59865262211446
AO090103000104,9.20740511809822
AO090023000936,5.60308237951233
AO090010000636,3.00123582127511
AO090005001057,4.40716190738401
AO090120000050,19.97845126196
AO090005000134,4.57969924993881
AO090009000321,3.83221127694481
AO090026000803,2.66912508728713
AO090011000413,8.7042925560358
AO090120000285,6.94844127572009
AO090701000118,4.44929070989903
AO090020000205,8.41530860425117
AO090010000369,6.31181464876338
AO090001000016,3.27043854576442
AO090005001134,5.84735158886635
AO090005001550,5.32251566242334
AO090012000201,12.2517890684372
AO090003000728,6.16498887804411
AO090003000217,3.64571508568939
AO090701000321,11.8520853115945
AO090206000106,4.10625894384261
AO090026000057,5.14602312351953
AO090026000455,7.11812860589961
AO090001000193,7.58915028594382
AO090009000374,3.84115310325768
AO090011000866,5.67848126782158
AO090003000916,3.95766376551345
AO090026000193,1.07551390629626
AO090020000392,3.35825866730397
AO090003000489,5.29842993498127
AO090012000810,8.18947687223216
AO090026000658,7.06600481254971
AO090012000153,7.33479365286505
AO090011000824,5.45517763721975
AO090003001446,2.58830388319872
AO090026000409,1.96187927316924
AO090011000442,9.75015065871859
AO090003000699,6.2767128010222
AO090012000938,6.71349114933763
AO090003001246,2.53491512354853
AO090003000075,8.27269216735762
AO090010000354,13.263994803412
AO090001000618,2.80925393473201
AO090026000157,4.88240962636187
AO090011000817,8.38937848536303
AO090003000547,2.14023193436645
AO090003000162,4.44556010473063
AO090020000543,8.43263898116605
AO090011000310,0.433383087705364
AO090103000211,0.973376240124198
AO090009000539,3.57871407135809
AO090701000537,6.67197809498852
AO090003000314,5.94393409622067
AO090038000348,5.05183389226457
AO090701000702,9.24687795680712
AO090003001143,6.48135014941742
AO090003000384,6.1335778095931
AO090005000111,5.69845035156392
AO090701000073,5.03916212665667
AO090003000915,9.55522577175142
AO090701000068,8.30780142654831
AO090003001343,7.56554658985306
AO090026000511,2.22647483303747
AO090701000114,3.25701461290052
AO090701000798,11.3503662248442
AO090166000049,1.069376280033
AO090120000283,5.57997032731301
AO090701000039,7.02214310209195
AO090003000698,5.52788949909463
AO090012000567,6.11572452390887
AO090001000694,4.56988032885176
AO090701000644,15.8214985444679
AO090001000563,1.86579861784842
AO090026000793,9.46120481797653
AO090012000559,5.71883836713302
AO090003000564,11.7872523364595
AO090103000101,21.1791910774282
AO090005000722,10.3762739192822
AO090701000603,3.2690664708576
AO090026000008,8.22036656339192
AO090026000131,2.45478439343917
AO090009000486,5.08675623181832
AO090020000285,5.09080056195691
AO090011000669,7.53531450801396
AO090005001349,1.46417055196145
AO090009000483,3.91846332562818
AO090120000417,4.84238804266819
AO090038000456,6.34235364434531
AO090103000325,0.870706021662595
AO090005000453,5.60223084723581
AO090005001605,3.69550666414151
AO090206000034,5.40538973179799
AO090026000147,0.570288623779653
AO090701000510,1.95130967907426
AO090038000146,3.55017775038314
AO090701000432,1.34473977108296
AO090005001476,5.38731150527024
AO090038000215,12.6213432800215
AO090206000066,5.3792466676875
AO090011000016,12.5653350038416
AO090023000525,0.678459691009537
AO090020000196,5.85747687300291
AO090003000138,7.72760596562419
AO090023000693,11.4460621277662
AO090001000682,4.21242946632704
AO090005000783,10.8912909030113
AO090701000444,5.14829698074064
AO090005001120,6.58505654747969
AO090120000388,8.38077483311303
AO090001000714,5.94049876895988
AO090010000688,3.66488937612046
AO090009000186,3.05624344859212
AO090009000544,1.77697755464534
AO090005000519,6.4019218387628
AO090005000447,6.14058160954696
AO090026000505,8.24654338552496
AO090009000606,6.13096862093087
AO090001000424,7.65070546654485
AO090102000590,9.61356449647361
AO090009000613,6.19540823106077
AO090011000712,4.22576977609926
AO090011000417,1.75776698648701
AO090010000193,13.1540355837216
AO090012000513,7.06258658374893
AO090023000979,6.06647859646039
AO090023000382,3.04404309935584
AO090012000735,6.69773862817381
AO090003000666,7.52997077470434
AO090103000035,5.69771615709744
AO090701000264,6.50371053639792
AO090009000335,6.91757238069362
AO090003000641,5.8873492582456
AO090012000602,7.21047511637582
AO090005000116,6.18592062274368
AO090003000707,5.2916383199758
AO090012000211,1.86656530038369
AO090102000277,5.13333824859321
AO090023000096,0.0380086394543606
AO090001000446,5.12909613900456
AO090023000092,1.92859815457264
AO090023000034,4.79644508211157
AO090012000458,13.084008991471
AO090012000445,14.1521353031587
AO090003001467,1.4968771564979
AO090003000459,13.9184513684105
AO090012000598,7.41880529947277
AO090005000417,3.98646044951264
AO090003001070,7.06493921085878
AO090113000122,5.11547468619697
AO090003000995,5.74803739599512
AO090103000018,5.37912133575209
AO090003000913,6.39691977906067
AO090102000293,11.9628441830022
AO090701000549,3.9443435040194
AO090038000633,7.33809958609959
AO090010000470,3.06315722948358
AO090009000248,5.16634042318966
AO090005001152,6.56962752018525
AO090012000741,7.6636841702139
AO090103000434,4.11041507637686
AO090011000065,2.23798887641843
AO090012000534,6.16775015860068
AO090011000122,3.48491712997168
AO090011000547,10.3949802534577
AO090026000668,8.39879609566398
AO090011000502,3.50023063901739
AO090009000414,3.2553869194408
AO090012000778,5.87242486356471
AO090012000177,3.09770411553039
AO090003000625,4.46311459868847
AO090011000265,14.0473427271111
AO090011000900,9.93383405253847
AO090005000527,1.61035881818186
AO090020000628,3.23238690316214
AO090120000398,6.37271789423928
AO090026000742,8.77536576637503
AO090023000751,2.15867882615358
AO090005001297,7.62589273319188
AO090003000795,3.39696012669129
AO090001000449,6.15459526511176
AO090003001128,1.28515317513198
AO090020000064,6.96240214834181
AO090005001269,3.86874837136109
AO090005000625,5.28576495903995
AO090023000573,6.94497614049776
AO090003000211,1.00388559299596
AO090011000597,8.07978841512521
AO090003000870,6.42486779517414
AO090020000136,5.28277019135777
AO090102000165,1.34491068361106
AO090003000966,6.0895570351532
AO090005001449,5.79570447421814
AO090003000104,5.36935380025267
AO090005001501,4.48178467778864
AO090011000760,4.6547511577282
AO090038000461,6.58262124550207
AO090012000233,11.5942639752709
AO090103000026,6.06169438434723
AO090001000668,4.64655617329558
AO090009000316,5.71883836713302
AO090001000445,4.05170719458866
AO090012000697,5.98042561105551
AO090005000771,5.50161988298521
AO090003001104,6.59435497321241
AO090010000490,9.41702051121237
AO090026000244,4.73242682126203
AO090023000155,3.26666979455932
AO090003001291,5.93415607673893
AO090011000654,7.2097007290663
AO090009000187,3.07099976970685
AO090026000713,5.75287907169929
AO090026000438,4.61360187419419
AO090011000944,5.99180326572075
AO090009000369,14.7276809703287
AO090023000138,2.17065397876582
AO090038000109,6.5149717171887
AO090010000016,0.885058318722968
AO090001000238,7.83692665125636
AO090005001243,6.21905482736253
AO090005000725,5.39708884012554
AO090206000032,3.02498805648038
AO090001000658,5.31531935825989
AO090023000868,5.49097405901596
AO090026000639,4.93103920431368
AO090011000359,4.276865664388
AO090011000364,3.60148298553014
AO090026000584,0
AO090005000362,6.19540823106077
AO090010000648,0.231171948920178
AO090003000290,5.1961488389542
AO090005001434,5.21210585358959
AO090026000523,0.134401847315461
AO090011000148,4.4714685493743
AO090012000616,5.37795853390692
AO090011000688,3.52011831310271
AO090102000616,8.00468674101657
AO090103000274,1.00515472775322
AO090005001421,4.59785013374322
AO090026000134,6.54397021865221
AO090138000059,6.02426435727456
AO090003000460,8.94391660993137
AO090001000150,6.05036522899581
AO090138000049,9.8191375737567
AO090038000519,2.51688459386844
AO090701000504,7.02491895655845
AO090026000558,6.43461318206698
AO090003001226,5.40112512451452
AO090009000541,2.11948176325763
AO090003000390,3.35329026367646
AO090011000570,4.25086404174973
AO090001000021,14.8444434843238
AO090005001374,5.58801526723129
AO090011000345,5.01693383928291
AO090010000633,3.81102406483932
AO090701000629,5.5159118444283
AO090120000128,12.6126905860989
AO090005000374,4.90575182377873
AO090023000851,5.21414792117227
AO090005000167,7.61666157684278
AO090120000393,5.14519548922682
AO090102000252,7.96552486850671
AO090005001270,6.25330924256601
AO090003001158,2.59537371841735
AO090001000604,9.16129515018561
AO090001000029,3.05205373909099
AO090001000527,5.82815465035356
AO090003001380,1.77588248968517
AO090011000581,5.37161077957182
AO090005000626,7.839087965832
AO090005000366,3.50683484777025
AO090003001537,2.73017989843356
AO090012000388,6.44902143350186
AO090206000017,4.25356386013128
AO090166000042,3.75342250494923
AO090005000876,7.49212158174791
AO090003000785,6.74436845406616
AO090012000959,5.41149943447757
AO090012000098,2.368832558935
AO090005001135,5.68660658889636
AO090701000417,9.63172777622404
AO090701000696,6.50298168934039
AO090023000596,4.72031103318916
AO090023000886,5.06407281495402
AO090038000449,0.677816510936602
AO090026000446,4.65994682509182
AO090001000648,6.9019673930665
AO090011000238,4.10719800792856
AO090009000322,3.27086769962836
AO090001000210,3.57377232696979
AO090120000392,3.94253251067504
AO090120000009,6.91472529159592
AO090206000051,5.47324408142792
AO090026000575,0
AO090103000144,0.367524217096826
AO090020000635,4.48748488087645
AO090038000073,3.17713242618501
AO090003000764,2.44848469011983
AO090011000501,2.57586865520806
AO090102000015,1.86357879590308
AO090001000359,1.03256803851013
AO090003000624,4.02412029961424
AO090003001081,7.8406618691848
AO090701000858,1.75384718305765
AO090005000358,0.2146923644427
AO090701000116,4.05627705030363
AO090102000234,4.52661140114541
AO090010000278,1.44998916046103
AO090010000255,1.44998916046103
AO090012000185,4.44687838187637
AO090011000405,0.0437838037530797
AO090010000610,7.60108909020902
AO090010000762,4.21179068339658
AO090102000100,5.32003149832201
AO090113000103,15.3410108578648
AO090001000371,1.64565531137552
AO090023000046,0.0682689612238102
AO090009000166,5.18082918276859
AO090038000486,3.76149785457261
AO090023000470,2.66637822602616
AO090026000388,7.00982809242088
AO090020000135,3.58516009310116
AO090026000221,0.203128138723304
AO090001000622,0.646773386759092
AO090010000228,3.29131062275104
AO090103000439,11.9739291792838
AO090011000671,7.6336279989856
AO090038000390,1.62033753735436
AO090026000033,1.95520487900397
AO090138000122,3.82805711837901
AO090102000374,5.69047845285013
AO090003001379,4.66456608094401
AO090005000773,10.7471367273503
AO090005000029,2.66344652924108
AO090102000130,4.48178467778864
AO090003000344,4.56230899023722
AO090003000716,5.25278514364038
AO090023000694,10.3760495577115
AO090010000250,2.30185127952456
AO090001000325,4.75988681166864
AO090005000256,0
AO090012000104,1.7565525252816
AO090026000101,2.99662739774916
AO090003000794,1.43472611666671
AO090001000437,8.63965141400745
AO090003000608,4.68314322977822
AO090003001400,3.73561682465938
AO090701000728,6.01647947348501
AO090003000220,4.81727132996309
AO090166000044,1.97177549487648
AO090003000332,1.8687788762544
AO090023000828,3.27757080610957
AO090005000371,0.449044311198063
AO090103000335,0.771746354042173
AO090166000030,5.24931140759829
AO090003000753,3.26231641152475
AO090003000663,4.82390564555877
AO090206000041,5.20773445509456
AO090005001181,1.89361314703519
AO090023000658,1.90986268777061
AO090005000260,5.44056538911544
AO090026000469,6.46245168929615
AO090012000579,1.27423289858697
AO090103000153,0.947068774174895
AO090005001262,4.75370946031078
AO090012000723,5.73986350818866
AO090003000239,2.22399269832951
AO090138000139,7.73588811554075
AO090103000214,0.0209658484976676
AO090012000719,4.61942141404952
AO090010000353,3.2717324366276
AO090005001051,8.8112472619531
AO090023000785,4.54975291968526
AO090010t00010,5.92604265579726
AO090001000438,6.79255601236784
AO090023000767,5.43702492594034
AO090011000208,1.91216303427802
AO090005001481,2.83842491643313
AO090023000924,3.11625324197069
AO090701000370,0.143840323772555
AO090003000294,10.951656476436
AO090012000307,2.87045941207449
AO090005000921,8.36606220982659
AO090103000029,9.22069848415019
AO090003001548,3.39748193316236
AO090011000421,7.30503358587763
AO090003001071,5.725129718472
AO090005000850,2.38474046989244
AO090011000602,6.75401061254986
AO090001000593,4.6903090562833
AO090206000122,3.00383429384765
AO090012000396,13.4453540333659
AO090103000117,2.46016210628079
AO090701000670,3.45060711603385
AO090120000268,6.57252003642969
AO090011000374,7.86793288659429
AO090020000440,2.8815852237492
AO090120000266,3.16461767329915
AO090026000747,1.93732635238382
AO090011000022,7.17153364367163
AO090001000504,5.05545311654559
AO090003000936,3.2264175829347
AO090003000535,3.38383742740669
AO090020000433,0.961356449647361
AO090010000062,8.76256633785391
AO090026000792,6.67197809498852
AO090005000756,5.40558425774425
AO090005000161,5.42483506799351
AO090011000240,3.70587721711158
AO090005001185,6.22422408329827
AO090011000422,2.77725196564793
AO090023000849,6.30643705240595
AO090003000368,3.39748193316236
AO090001000261,5.74483308698363
AO090011000726,2.40230115081948
AO090038000173,4.37120469635955
AO090102000021,3.44899014925033
AO090005000998,6.06722737110779
AO090005000424,5.86933411363652
AO090012000484,6.1057434668621
AO090012000555,5.39401214147082
AO090023000110,9.54208669606369
AO090003001427,12.9071004813766
AO090003001130,6.68132260212436
AO090009000010,1.8356765129069
AO090005001578,2.65061279988683
AO090003000703,3.13174482009665
AO090026000067,0.946207802562009
AO090026000718,1.48340760462019
AO090001000383,2.54481316092472
AO090011000459,5.25262871763848
AO090701000694,5.60935610109556
AO090009000255,3.50984500643786
AO090102000009,5.31034991233781
AO090102000079,5.65573852452238
AO090026000549,5.87416484130207
AO090011000666,6.21852542595279
AO090701000317,0.40792811397931
AO090020000239,1.59367414303814
AO090005000637,7.80714601147207
AO090701000380,4.03848832839517
AO090102000484,3.67852363719233
AO090120000289,4.31735765230716
AO090005001166,2.3348366840938
AO090102000369,8.41052625780876
AO090701000404,1.0488639472958
AO090010000313,6.96477265191146
AO090166000090,6.31313570338497
AO090012000112,2.63125446106828
AO090010000152,1.53489843562316
AO090038000537,3.09770411553039
AO090103000146,0.429739299264331
AO090038000361,1.23908164621215
AO090012000882,4.13027215404052
AO090120000029,2.4093254231903
AO090020000710,0.597802548611127
AO090003000765,3.14652957444418
AO090012000900,4.76912719944966
AO090023000622,6.39612340053358
AO090003000733,6.21626819143472
AO090001000034,0
AO090124000040,1.22650213711355
AO090001000215,4.96606396517249
AO090003000645,5.93429907189729
AO090023000499,6.08920123281402
AO090005001454,4.26643497230559
AO090038000591,5.77005184504765
AO090023000069,1.77011663744594
AO090003001027,6.98609845764204
AO090701000434,3.07311916223253
AO090102000218,4.84688088739139
AO090010000050,1.16423778838726
AO090102000051,2.29542103524914
AO090005000864,5.25854162051012
AO090026000370,6.53794282075885
AO090023000219,4.57507069370642
AO090001000474,6.83789501057819
AO090005000084,4.34073188163494
AO090009000296,4.73409491054682
AO090010000262,3.62164813507113
AO090010000642,1.113423815595
AO090011000068,3.37604854330268
AO090023000200,4.3071351933823
AO090023000660,1.33008764282661
AO090012000578,0.929311234659116
AO090103000422,5.04160750786727
AO090005000632,3.82372851760782
AO090020000324,5.64811068414728
AO090206000118,2.35825216537152
AO090113000050,2.62988757563396
AO090005001119,1.47950047308914
AO090026000634,3.2353798539984
AO090012000936,2.71331747345727
